id,name,email,age,year_of_study,shirt_size,university,dietary_restrictions,programming_skills,experience_level,hackathons_done,interests,preferred_role,interest_in_challenges,preferred_languages,friend_registration,preferred_team_size,availability,Tryhard,Learner,Rookie,Portfolio
02638d36-f6bd-4d60-b10c-147caefeb222,Lucía Evelyn Thompson,luca_evelyn_thompson@gmail.com,21,3rd year,S,Universidad de Salamanca,None,"{'Android Development': 2, 'Agile Methodology': 2, 'Computer Vision': 6, 'Python': 4, 'MongoDB': 6}",Intermediate,4,"['Enterprise', 'Communication', 'E-commerce/Retail', 'Education', 'Cybersecurity', 'Fintech', 'AR/VR', 'Voice skills']",Analysis,"['Mango Challenge', 'Restb.ai Challenge', 'AED Challenge']","['English', 'Spanish']","['c25f3904-9b22-4d73-83f8-8e950b4b1dca', '174c1f22-27ea-4429-9b20-7b85b0468cc0']",3,"{'Saturday morning': True, 'Saturday afternoon': True, 'Saturday night': True, 'Sunday morning': False, 'Sunday afternoon': True}",0.054905843698082525,0.02444384700940621,0.0,0.048016605171008066
7e81c275-9dc4-41a4-a294-f88dd231c699,Kaelin Sofia Mariana Lopez,kaelin_sofia_mariana_lopez@gmail.com,21,3rd year,M,Universitat Ramon Llull (URL),None,"{'Data Visualization': 3, 'Android Development': 3, 'Python': 4, 'JavaScript': 7, 'PostgreSQL': 7, 'Natural Language Processing': 6, 'TensorFlow': 4, 'Computer Vision': 6}",Intermediate,3,"['Cybersecurity', 'Social Good', 'Blockchain']",Don't know,"['AED Challenge', 'Mango Challenge', 'Restb.ai Challenge']",[],[],4,"{'Saturday morning': True, 'Saturday afternoon': True, 'Saturday night': True, 'Sunday morning': True, 'Sunday afternoon': True}",0.02458604631667737,0.03192745888202362,0.0,0.06267489822929678
f6725cae-68be-4429-ad74-d4f89bb0131d,Aurélie Montserrat Collins,aurlie_montserrat_collins@outlook.com,18,2nd year,M,Universitat Pompeu Fabra (UPF),None,"{'Java': 7, 'Git': 2, 'Docker': 2, 'iOS Development': 4, 'Android Development': 2, 'Flask': 7, 'IoT': 5, 'MongoDB': 6, 'JavaScript': 4}",Intermediate,2,"['DevOps', 'Robotic Process Automation', 'Lifehacks']",Visualization,"['AED Challenge', 'Mango Challenge', 'Restb.ai Challenge']","['English', 'Catalan', 'French']",[],4,"{'Saturday morning': True, 'Saturday afternoon': True, 'Saturday night': False, 'Sunday morning': True, 'Sunday afternoon': True}",0.07532317533506538,0.0,0.0,0.0
139fc848-5380-4559-94ba-ceb5d59b9987,Ava Wells,ava_wells@gmail.com,19,1st year,M,Universitat Pompeu Fabra (UPF),None,"{'PostgreSQL': 1, 'C++': 1, 'Machine Learning': 2, 'React': 3}",Beginner,2,"['Machine Learning/AI', 'Robotic Process Automation', 'Design', 'E-commerce/Retail', 'AR/VR', 'Mobile', 'DevOps']",Visualization,"['Restb.ai Challenge', 'AED Challenge', 'Mango Challenge']",['English'],[],4,"{'Saturday morning': True, 'Saturday afternoon': True, 'Saturday night': True, 'Sunday morning': True, 'Sunday afternoon': True}",0.03665599928652363,0.005392677555470065,0.03157168323330474,0.0
88ae032c-07fe-4c6e-81ba-e561bfb2259a,Pilar Fleurier,pilar_fleurier@gmail.com,18,1st year,S,Universitat de Barcelona (UB),None,"{'IoT': 2, 'Data Analysis': 3, 'C++': 1}",Beginner,2,"['Music/Art', 'IoT', 'Gaming', 'DevOps', 'Voice skills', 'Education', 'Quantum']",Visualization,"['Restb.ai Challenge', 'AED Challenge', 'Mango Challenge']","['Catalan', 'French']",[],0,"{'Saturday morning': True, 'Saturday afternoon': True, 'Saturday night': True, 'Sunday morning': True, 'Sunday afternoon': True}",0.02393243255488656,0.041410323901474214,0.040324746030747725,0.08134493609027653
8b147ed4-33ca-4850-b1ba-1a4598ea5b23,Amélie Simone Fernandes,amlie_simone_fernandes@gmail.com,21,3rd year,M,University of Paris-Saclay,Other,"{'Android Development': 2, 'Data Visualization': 7, 'AWS/Azure/GCP': 5, 'IoT': 2, 'React': 4, 'PyTorch': 7}",Intermediate,1,"['Machine Learning/AI', 'DevOps', 'Web', 'Fintech']",Design,"['Mango Challenge', 'AED Challenge', 'Restb.ai Challenge']","['English', 'French', 'Portuguese']",[],4,"{'Saturday morning': True, 'Saturday afternoon': True, 'Saturday night': True, 'Sunday morning': True, 'Sunday afternoon': True}",0.03066853553324748,0.034214508724727144,0.0,0.0366531197530192
48aacbf2-b0c3-4f37-a906-a35171d0e61b,Sofía Elena Wallace,sofa_elena_wallace@outlook.com,20,3rd year,M,Universidad de Sevilla,None,"{'Flutter': 2, 'IoT': 2, 'iOS Development': 7, 'Rust': 2, 'Agile Methodology': 7, 'Natural Language Processing': 7, 'MongoDB': 3}",Intermediate,4,"['Quantum', 'AR/VR', 'Machine Learning/AI', 'Web', 'Music/Art', 'E-commerce/Retail', 'Productivity', 'Robotic Process Automation']",Development,"['Restb.ai Challenge', 'Mango Challenge', 'AED Challenge']","['English', 'Spanish']",[],3,"{'Saturday morning': True, 'Saturday afternoon': True, 'Saturday night': True, 'Sunday morning': True, 'Sunday afternoon': True}",0.018447758698130656,0.026610910705743864,0.0,0.0
542d6e14-d321-4d97-8007-5c2ddc44c98a,Sònia Lluïsa Flynn,snia_llusa_flynn@gmail.com,20,3rd year,S,Universitat Pompeu Fabra (UPF),None,"{'UI/UX Design': 9, 'HTML/CSS': 8, 'AWS/Azure/GCP': 8, 'Android Development': 6, 'Data Analysis': 9, 'Figma': 3, 'Rust': 9, 'SQL': 8, 'TensorFlow': 7, 'iOS Development': 8, 'Natural Language Processing': 4, 'Agile Methodology': 9}",Advanced,9,"['Design', 'Gaming', 'Fintech', 'Lifehacks', 'AR/VR', 'IoT']",Design,"['AED Challenge', 'Restb.ai Challenge', 'Mango Challenge']","['English', 'Catalan', 'Spanish']",[],4,"{'Saturday morning': True, 'Saturday afternoon': True, 'Saturday night': True, 'Sunday morning': True, 'Sunday afternoon': True}",0.07362704246781386,0.0,0.0,0.0
a8eba985-9aa7-4249-aeed-c32f06bc3215,Sophia Langley,sophia_langley@gmail.com,20,2nd year,S,Universitat de Barcelona (UB),None,"{'HTML/CSS': 7, 'React': 4, 'Flutter': 5, 'AWS/Azure/GCP': 7}",Intermediate,5,"['Gaming', 'Enterprise', 'DevOps', 'Machine Learning/AI', 'Fintech', 'Cybersecurity']",Visualization,"['AED Challenge', 'Mango Challenge', 'Restb.ai Challenge']",[],[],4,"{'Saturday morning': True, 'Saturday afternoon': True, 'Saturday night': True, 'Sunday morning': True, 'Sunday afternoon': True}",0.011592009531438335,0.003952944093056452,0.0,0.0
14f87989-7458-41dd-a33d-e0f4abe675cc,Anna Vidal,anna_vidal@outlook.com,20,3rd year,M,Universitat de Barcelona (UB),None,"{'Data Analysis': 4, 'Android Development': 5, 'TensorFlow': 5, 'Java': 2}",Intermediate,2,"['Blockchain', 'Lifehacks', 'Communication', 'Health', 'Enterprise', 'Music/Art', 'Web', 'Machine Learning/AI']",Development,"['AED Challenge', 'Restb.ai Challenge', 'Mango Challenge']","['English', 'Catalan']",[],4,"{'Saturday morning': True, 'Saturday afternoon': True, 'Saturday night': True, 'Sunday morning': True, 'Sunday afternoon': True}",0.03157700206970961,0.07747737930565811,0.0,0.01886943113158565
817dfb8a-e3fc-4e19-bfcc-e73155b4971b,Marina Torras,marina_torras@gmail.com,18,2nd year,S,Universitat de Lleida (UDL),None,"{'Blockchain': 5, 'JavaScript': 3, 'IoT': 3, 'Android Development': 5, 'SQL': 7, 'AWS/Azure/GCP': 4}",Intermediate,4,"['Lifehacks', 'AR/VR', 'Education']",Visualization,"['AED Challenge', 'Mango Challenge', 'Restb.ai Challenge']","['Catalan', 'Spanish']",[],4,"{'Saturday morning': True, 'Saturday afternoon': True, 'Saturday night': True, 'Sunday morning': True, 'Sunday afternoon': True}",0.01117066241155491,0.05540513686599238,0.0,0.03796842706524012
c89a5615-7e23-4fec-ab8c-36790fe67a5a,Anna-Marie Estellina Ross,anna-marie_estellina_ross@gmail.com,21,3rd year,M,Universitat Ramon Llull (URL),None,"{'PostgreSQL': 5, 'Figma': 6, 'Docker': 5, 'Flutter': 6, 'Machine Learning': 7, 'Data Analysis': 6}",Intermediate,1,"['DevOps', 'Voice skills', 'Design', 'Gaming', 'Robotic Process Automation', 'Enterprise', 'Health', 'Productivity', 'Cybersecurity']",Analysis,"['AED Challenge', 'Mango Challenge', 'Restb.ai Challenge']","['English', 'Catalan', 'Spanish', 'French', 'Italian']",[],4,"{'Saturday morning': True, 'Saturday afternoon': True, 'Saturday night': True, 'Sunday morning': True, 'Sunday afternoon': True}",0.03318564691975092,0.03492661203845297,0.03644395539023167,0.0
888f5fc4-663f-4257-95ca-1ee258920a7f,Aurora Sempere Ferrer,aurora_sempere_ferrer@outlook.com,20,3rd year,M,Universitat Politècnica de Catalunya (UPC),None,"{'Blockchain': 7, 'Flask': 7, 'Flutter': 7, 'Computer Vision': 6, 'Python': 2, 'React Native': 4}",Intermediate,2,"['Design', 'Databases', 'IoT', 'Web', 'Productivity']",Development,"['Mango Challenge', 'AED Challenge', 'Restb.ai Challenge']","['English', 'Catalan', 'Spanish', 'French']",[],4,"{'Saturday morning': True, 'Saturday afternoon': True, 'Saturday night': True, 'Sunday morning': True, 'Sunday afternoon': True}",0.011204991439302219,0.02261281538568536,0.0,0.0
e6ee1679-09ab-4a53-988e-bbfd4994de0f,Licia García Moretti,licia_garca_moretti@gmail.com,19,1st year,S,Universitat de Barcelona (UB),None,"{'Data Analysis': 4, 'JavaScript': 3}",Beginner,2,"['Cybersecurity', 'Music/Art', 'AR/VR', 'Gaming', 'DevOps']",Don't know,"['Restb.ai Challenge', 'Mango Challenge', 'AED Challenge']","['Catalan', 'Spanish', 'Italian']",[],4,"{'Saturday morning': True, 'Saturday afternoon': True, 'Saturday night': True, 'Sunday morning': True, 'Sunday afternoon': True}",0.04832426594126208,0.0,0.0,0.03715332296573126
99e91d06-2eb3-4bc4-9d40-21091a5b11ef,Sofía Ryder,sofa_ryder@gmail.com,18,2nd year,M,Universidad de Granada,None,"{'Blockchain': 7, 'MongoDB': 7, 'c++': 3, 'ios': 2, 'Design': 4, 'python': 5, 'android': 2}",Intermediate,2,"['Lifehacks', 'Health', 'Design', 'Productivity', 'Mobile', 'E-commerce/Retail']",Don't know,"['AED Challenge', 'Mango Challenge', 'Restb.ai Challenge']","['English', 'Spanish']",[],4,"{'Saturday morning': True, 'Saturday afternoon': True, 'Saturday night': True, 'Sunday morning': True, 'Sunday afternoon': True}",0.11249900786965644,0.0,0.0,0.0
46d62139-2038-4190-8f1c-cf20a84dd599,Nuria Gualba Bosch,nuria_gualba_bosch@yahoo.com,21,3rd year,M,Abat Oliba CEU,Gluten-free,"{'MongoDB': 5, 'Blockchain': 8, 'Computer Vision': 8, 'nlp': 8, 'react': 7, 'javascript': 6, 'css': 6, 'figma': 7, 'pytorch': 6, 'java': 7, 'git': 9, 'UI/UX': 5, 'ios': 7}",Advanced,8,"['Mobile', 'Fintech', 'Lifehacks', 'IoT', 'Web', 'Enterprise', 'Gaming', 'Productivity']",Analysis,"['Mango Challenge', 'Restb.ai Challenge', 'AED Challenge']",['Catalan'],[],4,"{'Saturday morning': True, 'Saturday afternoon': True, 'Saturday night': True, 'Sunday morning': True, 'Sunday afternoon': True}",0.0,0.006745764977400221,0.10216677742399641,0.0
e51a9836-ce42-4fa8-9ff1-4a3c73c40c51,Rebecca Sophia Thompson,rebecca_sophia_thompson@gmail.com,20,2nd year,M,Universitat Politècnica de Catalunya (UPC),None,"{'Flutter': 6, 'Flask': 3, 'SQL': 4, 'JavaScript': 5, 'Machine Learning': 3, 'React Native': 3, 'TensorFlow': 2, 'Java': 6}",Intermediate,1,"['Gaming', 'Productivity', 'Blockchain', 'Databases', 'Social Good', 'Lifehacks', 'Mobile', 'Voice skills']",Analysis,"['Restb.ai Challenge', 'Mango Challenge', 'AED Challenge']",['English'],[],4,"{'Saturday morning': True, 'Saturday afternoon': True, 'Saturday night': True, 'Sunday morning': True, 'Sunday afternoon': True}",0.009784769215191438,0.02256272338135497,0.0,0.0
7988b25c-ef84-4d1d-9657-392c40838dff,Ava Montgomery,ava_montgomery@gmail.com,20,3rd year,M,Universitat Politècnica de Catalunya (UPC),None,"{'React Native': 5, 'AWS/Azure/GCP': 4, 'Docker': 2, 'Agile Methodology': 5, 'UI/UX Design': 4, 'Flask': 2, 'React': 6}",Intermediate,4,"['Health', 'Gaming', 'Machine Learning/AI']",Design,"['Restb.ai Challenge', 'AED Challenge', 'Mango Challenge']",['English'],[],4,"{'Saturday morning': True, 'Saturday afternoon': True, 'Saturday night': False, 'Sunday morning': True, 'Sunday afternoon': True}",0.0,0.007260944440499161,0.03382206998899425,0.0
bbdfe060-cdd0-4e40-87e2-7b62fc8e2353,Sofia Valencia,sofia_valencia@outlook.com,20,3rd year,M,Universidad de Salamanca,None,"{'TensorFlow': 5, 'Android Development': 9, 'IoT': 4, 'Natural Language Processing': 3, 'Figma': 3, 'Git': 6, 'iOS Development': 5, 'React': 5, 'PostgreSQL': 8, 'AWS/Azure/GCP': 4, 'Blockchain': 7, 'C++': 8, 'Data Visualization': 7}",Advanced,6,"['Web', 'Health', 'IoT', 'Education', 'Music/Art', 'Mobile']",Analysis,"['Mango Challenge', 'Restb.ai Challenge', 'AED Challenge']","['English', 'Spanish']",[],3,"{'Saturday morning': True, 'Saturday afternoon': True, 'Saturday night': True, 'Sunday morning': True, 'Sunday afternoon': True}",0.022571460748882152,0.1151997587552468,0.0,0.03835953632943826
11c29ce1-a3c5-437f-98b8-08fe65683ee9,Alexandra Elena Moreno,alexandra_elena_moreno@gmail.com,18,2nd year,M,Universidad Complutense de Madrid,None,"{'Natural Language Processing': 6, 'Android Development': 6, 'Blockchain': 5, 'Python': 7, 'JavaScript': 3, 'UI/UX Design': 5, 'Go': 4}",Intermediate,5,"['Music/Art', 'Mobile', 'Voice skills', 'Education', 'AR/VR', 'Social Good', 'Quantum']",Visualization,"['AED Challenge', 'Mango Challenge', 'Restb.ai Challenge']","['English', 'Spanish']",[],4,"{'Saturday morning': True, 'Saturday afternoon': True, 'Saturday night': True, 'Sunday morning': True, 'Sunday afternoon': True}",0.08240531647976565,0.018624326086283737,0.0,0.0
0108b270-8223-4509-9074-c84809765b33,Ana Maria Flynn,ana_maria_flynn@gmail.com,20,3rd year,M,Universidad de Salamanca,None,"{'iOS Development': 2, 'Flutter': 7, 'React': 7, 'C++': 5, 'Docker': 4}",Intermediate,1,"['IoT', 'Design', 'Health', 'Mobile', 'Machine Learning/AI', 'Databases', 'Productivity', 'Enterprise']",Design,"['Mango Challenge', 'Restb.ai Challenge', 'AED Challenge']","['English', 'Spanish']",[],4,"{'Saturday morning': True, 'Saturday afternoon': True, 'Saturday night': True, 'Sunday morning': True, 'Sunday afternoon': True}",0.037192946246616426,0.04149328820978811,0.0,0.0
9bc9dd43-3263-4c73-ae0a-e9acd4299976,Sofía Elena Wright,sofa_elena_wright@gmail.com,21,4th year,M,Universidad de Granada,None,"{'Data Visualization': 7, 'C++': 3, 'React': 3, 'AWS/Azure/GCP': 9, 'Java': 4, 'Flutter': 4, 'Figma': 5, 'Python': 5}",Advanced,8,"['Robotic Process Automation', 'Communication', 'Enterprise', 'Productivity', 'Machine Learning/AI', 'Health', 'Blockchain']",Design,"['Restb.ai Challenge', 'AED Challenge', 'Mango Challenge']","['English', 'Spanish']",[],4,"{'Saturday morning': True, 'Saturday afternoon': True, 'Saturday night': True, 'Sunday morning': True, 'Sunday afternoon': True}",0.03508325205967693,0.015643791853187136,0.0,0.0
cf7874b6-6b9a-492e-9621-089045a5b3be,Emily Rose Thompson,emily_rose_thompson@gmail.com,21,3rd year,S,Universitat de Barcelona (UB),None,"{'Computer Vision': 4, 'Data Visualization': 3, 'UI/UX': 5, 'typescript': 2, 'iot': 2, 'postgres': 5}",Intermediate,4,"['Fintech', 'Social Good', 'E-commerce/Retail', 'Robotic Process Automation']",Analysis,"['Mango Challenge', 'AED Challenge', 'Restb.ai Challenge']",['English'],[],4,"{'Saturday morning': True, 'Saturday afternoon': True, 'Saturday night': True, 'Sunday morning': False, 'Sunday afternoon': True}",0.08695485674186475,0.013114953760833008,0.0,0.0
855ec9de-2464-4ab7-9dd3-af2d344b8d77,Alexandra Alex García,alexandra_alex_garca@gmail.com,19,2nd year,M,Universidad de Granada,None,"{'Android Development': 7, 'Blockchain': 6, 'Figma': 5, 'Flutter': 4, 'AWS/Azure/GCP': 6}",Intermediate,3,"['Blockchain', 'Health', 'IoT', 'Productivity']",Development,"['AED Challenge', 'Restb.ai Challenge', 'Mango Challenge']","['English', 'Spanish']",[],4,"{'Saturday morning': True, 'Saturday afternoon': False, 'Saturday night': True, 'Sunday morning': True, 'Sunday afternoon': True}",0.0,0.07127350568717333,0.0,0.0
3d5de216-4ef3-4b2c-9c47-0cfe50d4b636,Ava Lane,ava_lane@outlook.com,18,1st year,S,Universitat Pompeu Fabra (UPF),Other,"{'Go': 3, 'Figma': 4}",Beginner,2,"['Lifehacks', 'Communication', 'E-commerce/Retail', 'AR/VR', 'Quantum', 'Fintech', 'Web']",Don't know,"['Restb.ai Challenge', 'Mango Challenge', 'AED Challenge']",['English'],[],4,"{'Saturday morning': True, 'Saturday afternoon': True, 'Saturday night': True, 'Sunday morning': True, 'Sunday afternoon': True}",0.0,0.008531170225215087,0.033297423674896985,0.0
171e9493-0a78-4d12-b554-a15426697400,Alexandra Lane,alexandra_lane@yahoo.com,18,1st year,M,Universitat Pompeu Fabra (UPF),None,"{'Figma': 1, 'Android Development': 1, 'Blockchain': 4, 'JavaScript': 2}",Beginner,1,"['AR/VR', 'Voice skills', 'Fintech', 'Design', 'Health', 'Cybersecurity']",Don't know,"['Restb.ai Challenge', 'Mango Challenge', 'AED Challenge']",['English'],[],4,"{'Saturday morning': True, 'Saturday afternoon': True, 'Saturday night': True, 'Sunday morning': True, 'Sunday afternoon': False}",0.019040891496401712,0.007143305244419405,0.0,0.0
6fc3bd00-6bd3-49ae-9320-9c503a8627cc,Ava Morgan,ava_morgan@gmail.com,18,2nd year,S,Universitat de Barcelona (UB),None,"{'TensorFlow': 4, 'Docker': 5, 'Android Development': 4, 'HTML/CSS': 3, 'IoT': 4, 'Data Analysis': 6}",Intermediate,5,"['E-commerce/Retail', 'Machine Learning/AI', 'Productivity', 'Voice skills', 'Cybersecurity', 'Social Good', 'Health', 'Blockchain']",Analysis,"['AED Challenge', 'Mango Challenge', 'Restb.ai Challenge']",['English'],[],4,"{'Saturday morning': True, 'Saturday afternoon': True, 'Saturday night': True, 'Sunday morning': True, 'Sunday afternoon': True}",0.03005785923171008,0.00899048101364192,0.0,0.0
baeb17b5-457d-4709-b3fd-8cdb8436dde4,Sofia Pujol,sofia_pujol@gmail.com,27,PhD,M,Universitat Politècnica de Catalunya (UPC),None,"{'React Native': 8, 'Flutter': 9, 'Data Analysis': 4, 'Git': 5, 'MongoDB': 5, 'Java': 9, 'Computer Vision': 5, 'C++': 9, 'TensorFlow': 8, 'React': 8, 'Blockchain': 5}",Advanced,9,"['Social Good', 'Lifehacks', 'AR/VR', 'Quantum', 'DevOps', 'Cybersecurity', 'Robotic Process Automation', 'Blockchain']",Development,"['Restb.ai Challenge', 'Mango Challenge', 'AED Challenge']","['English', 'Catalan']",[],4,"{'Saturday morning': True, 'Saturday afternoon': True, 'Saturday night': True, 'Sunday morning': True, 'Sunday afternoon': True}",0.02559594920943824,0.04060544602876185,0.0,0.04349956586812968
bbba2b20-0c61-4a25-96f8-eccf1facd63e,Emily Sanchez,emily_sanchez@gmail.com,21,3rd year,XL,Universidad Complutense de Madrid,None,"{'Blockchain': 2, 'Go': 4, 'TensorFlow': 3, 'Docker': 6}",Intermediate,2,"['Education', 'Enterprise', 'Communication', 'Music/Art', 'Machine Learning/AI', 'DevOps', 'E-commerce/Retail', 'Fintech', 'Design']",Design,"['Restb.ai Challenge', 'AED Challenge', 'Mango Challenge']","['English', 'Spanish']",[],3,"{'Saturday morning': True, 'Saturday afternoon': True, 'Saturday night': True, 'Sunday morning': True, 'Sunday afternoon': True}",0.01278957205756548,0.022129815690502878,0.0,0.0
3f0d9e2a-527c-48ae-9c97-ceebbe64c2f5,Alexis Rivero,alexis_rivero@gmail.com,18,1st year,M,Universidad Complutense de Madrid,None,"{'IoT': 1, 'Android Development': 4, 'C++': 3, 'JavaScript': 4}",Beginner,1,"['Cybersecurity', 'Enterprise', 'Machine Learning/AI', 'Social Good', 'Blockchain', 'Mobile']",Analysis,"['Mango Challenge', 'AED Challenge', 'Restb.ai Challenge']","['English', 'Spanish']",[],4,"{'Saturday morning': True, 'Saturday afternoon': True, 'Saturday night': True, 'Sunday morning': True, 'Sunday afternoon': True}",0.02805984377877618,0.0033955892598788433,0.07934612850140366,0.0
d7699727-7c41-4293-928c-0aff740b038a,Alexandra Ruby Winston,alexandra_ruby_winston@gmail.com,19,2nd year,XL,Universitat de Lleida (UDL),None,"{'Figma': 6, 'Blockchain': 3, 'Machine Learning': 4, 'Android Development': 2, 'iOS Development': 6}",Intermediate,1,"['Music/Art', 'Education', 'Cybersecurity']",Analysis,"['Restb.ai Challenge', 'AED Challenge', 'Mango Challenge']",['English'],[],4,"{'Saturday morning': True, 'Saturday afternoon': True, 'Saturday night': True, 'Sunday morning': True, 'Sunday afternoon': True}",0.023662616663197914,0.0,0.0,0.015882747266575816
73acdd47-aebe-4f85-a5ce-cd9cf24cffee,Astrid Samantha Rodriguez,astrid_samantha_rodriguez@gmail.com,17,1st year,M,Universidad de Granada,None,"{'UI/UX Design': 4, 'C++': 4, 'Java': 4}",Beginner,0,"['Music/Art', 'Web', 'Lifehacks', 'Design', 'Productivity']",Don't know,"['AED Challenge', 'Mango Challenge', 'Restb.ai Challenge']","['English', 'Spanish']",[],4,"{'Saturday morning': True, 'Saturday afternoon': True, 'Saturday night': True, 'Sunday morning': True, 'Sunday afternoon': True}",0.010063121036989992,0.020308404468306503,0.0,0.0
5a5dd6bb-ea9b-40e7-93f4-dc97ac3ad8ed,Sofia Ellis Rivera,sofia_ellis_rivera@gmail.com,22,4th year,S,Universidad de Valencia,None,"{'UI/UX Design': 7, 'Computer Vision': 2, 'C++': 3, 'iOS Development': 4, 'Machine Learning': 7, 'Python': 7, 'Android Development': 5}",Intermediate,5,"['Mobile', 'Machine Learning/AI', 'Quantum', 'Robotic Process Automation', 'Design', 'Education', 'Communication', 'Voice skills']",Development,"['Mango Challenge', 'AED Challenge', 'Restb.ai Challenge']","['English', 'Spanish']",[],3,"{'Saturday morning': True, 'Saturday afternoon': True, 'Saturday night': True, 'Sunday morning': False, 'Sunday afternoon': True}",0.010286796018991694,0.05102126627291452,0.0,0.03496421698126694
4e6785b4-cd60-404c-9547-761c2e617436,Ava Emerson Wright,ava_emerson_wright@gmail.com,19,2nd year,M,Universitat de Lleida (UDL),None,"{'React': 6, 'Flask': 4, 'C++': 6, 'Blockchain': 3, 'Git': 6, 'Data Analysis': 6, 'Android Development': 3, 'TypeScript': 6, 'Go ': 3}",Intermediate,3,"['Education', 'Enterprise', 'Mobile', 'Voice skills', 'Social Good', 'Cybersecurity', 'Gaming', 'DevOps']",Analysis,"['AED Challenge', 'Restb.ai Challenge', 'Mango Challenge']",['English'],[],3,"{'Saturday morning': True, 'Saturday afternoon': True, 'Saturday night': True, 'Sunday morning': True, 'Sunday afternoon': True}",0.07715467067011277,0.0,0.0,0.0
4de50c67-e4a6-4f0c-a850-0fd0881d03db,Rosa Maria Ferrer.,rosa_maria_ferrer.@gmail.com,20,2nd year,M,Universitat Politècnica de Catalunya (UPC),None,"{'Rust': 2, 'UI/UX Design': 4}",Beginner,0,"['Machine Learning/AI', 'Enterprise', 'Robotic Process Automation', 'AR/VR', 'Gaming', 'Design', 'Quantum']",Don't know,"['Restb.ai Challenge', 'AED Challenge', 'Mango Challenge']","['Catalan', 'Spanish']",[],4,"{'Saturday morning': True, 'Saturday afternoon': True, 'Saturday night': True, 'Sunday morning': True, 'Sunday afternoon': True}",0.06483887389341506,0.024138300769369337,0.0,0.0
ddc24869-63e6-4ed7-8f99-8101b1a3190c,Lena Victoria Flynn,lena_victoria_flynn@gmail.com,20,2nd year,S,Technical University of Munich,None,"{'MongoDB': 4, 'python': 5, 'iot': 7, 'tensorflow': 3, 'postgres': 7, 'pytorch': 5, 'docker': 7, 'java': 2}",Intermediate,2,"['IoT', 'Mobile', 'Machine Learning/AI', 'AR/VR', 'Blockchain', 'Gaming', 'Cybersecurity', 'Lifehacks']",Don't know,"['AED Challenge', 'Restb.ai Challenge', 'Mango Challenge']","['English', 'German']",['d95659ab-ee99-45a2-bfc1-aca8bfca4359'],4,"{'Saturday morning': False, 'Saturday afternoon': True, 'Saturday night': True, 'Sunday morning': True, 'Sunday afternoon': True}",0.011438360172019674,0.0600248509832622,0.0,0.01943915803453343
6bcecb25-380b-452d-8f49-cca09caf185d,Soledad García,soledad_garca@gmail.com,17,1st year,M,Universidad Complutense de Madrid,None,"{'Python': 3, 'C++': 2}",Beginner,1,"['Social Good', 'Cybersecurity', 'Lifehacks', 'Fintech', 'Databases', 'Machine Learning/AI', 'DevOps', 'E-commerce/Retail', 'Education']",Don't know,"['Mango Challenge', 'AED Challenge', 'Restb.ai Challenge']",['Spanish'],[],4,"{'Saturday morning': True, 'Saturday afternoon': True, 'Saturday night': True, 'Sunday morning': True, 'Sunday afternoon': True}",0.008741741910295826,0.008942957721077782,0.03475327859016047,0.0
c9696b90-2bda-4061-afd6-2f384d9f8cca,Eva Moreno.,eva_moreno.@gmail.com,20,2nd year,S,University of Lisbon,None,"{'Flask': 6, 'Android Development': 3, 'React Native': 7, 'AWS/Azure/GCP': 2, 'Agile Methodology': 4}",Intermediate,1,"['Design', 'Music/Art', 'Gaming', 'Web', 'Enterprise']",Development,"['Mango Challenge', 'AED Challenge', 'Restb.ai Challenge']","['English', 'Portuguese']",[],4,"{'Saturday morning': True, 'Saturday afternoon': True, 'Saturday night': True, 'Sunday morning': True, 'Sunday afternoon': True}",0.022122240899344066,0.03827814656814856,0.0,0.018798050177346197
1d79de75-8571-4e2b-8fa1-368f8dab4c7b,Elsa Catalina Rossello Monti,elsa_catalina_rossello_monti@yahoo.com,18,2nd year,L,Universitat Autònoma de Barcelona (UAB),None,"{'IoT': 3, 'Git': 2, 'Android Development': 5, 'Data Analysis': 5, 'HTML/CSS': 6, 'Docker': 5, 'UI/UX Design': 3, 'React': 5, 'Flutter': 5}",Intermediate,1,"['Enterprise', 'Education', 'Lifehacks']",Analysis,"['AED Challenge', 'Mango Challenge', 'Restb.ai Challenge']","['English', 'Catalan', 'Spanish', 'Italian']",[],4,"{'Saturday morning': True, 'Saturday afternoon': True, 'Saturday night': True, 'Sunday morning': True, 'Sunday afternoon': True}",0.028813641519460094,0.0,0.0,0.0
73e5c579-036b-43ba-8842-723059e08088,Alexandra Elena Torres,alexandra_elena_torres@gmail.com,18,2nd year,S,Universidad Complutense de Madrid,None,"{'Blockchain': 4, 'Go': 3, 'Git': 4, 'Flask': 6, 'TypeScript': 5, 'PyTorch': 6, 'JavaScript': 2, 'UI/UX Design': 7}",Intermediate,3,"['Quantum', 'Blockchain', 'Web', 'Voice skills', 'Music/Art', 'Social Good']",Visualization,"['AED Challenge', 'Restb.ai Challenge', 'Mango Challenge']","['English', 'Spanish']",[],4,"{'Saturday morning': True, 'Saturday afternoon': True, 'Saturday night': True, 'Sunday morning': True, 'Sunday afternoon': True}",0.08987540596277223,0.003234147538099128,0.0,0.0
